ESTADO,CODPROJETO,ANO,CLONESEMENTE,CODTALHAO,ANOREF,ANOREF,CHATALHAO,NUMPARCELA,CHAVE,AREA,AREA,I1,I2,FILA,FILA,NUMARVORECONTROLE,NUMARVORECONTROLE,DAP1,DAP2,ALT1,ALT2,ALTEST1,ALTEST2,VCCI,VCCI2,S,CLONESEMENTE,indice
MT,MTV,2005,SEED,001A,2018,2019,599,4503,599-4503,1080,1080,12.8,13.4,6,6,7,7,22.2,23.6,15.5,17.3,15.5,17.3,0.256622646,0.311251746,17.55883309,SEED,64
MT,MTV,2005,SEED,001A,2019,2020,599,4503,599-4503,1080,1080,13.4,14.5,6,6,7,7,23.6,24.15,17.3,18.4,17.3,18.4,0.311251746,0.343152389,17.55883309,SEED,64
MT,MTV,2005,SEED,001A,2018,2019,599,4503,599-4503,1080,1080,12.8,13.4,6,6,9,9,19.9,20.65,0,0,15.7,16.7,0.21097443,0.234949543,17.55883309,SEED,65
MT,MTV,2005,SEED,001A,2019,2020,599,4503,599-4503,1080,1080,13.4,14.5,6,6,9,9,20.65,20.7,0,0,16.7,17.4,0.234949543,0.246861889,17.55883309,SEED,65
MT,MTV,2005,SEED,001A,2018,2019,599,4503,599-4503,1080,1080,12.8,13.4,7,7,1,1,22.55,23.45,17.2,18.1,17.2,18.1,0.284695835,0.317671196,17.55883309,SEED,66
MT,MTV,2005,SEED,001A,2019,2020,599,4503,599-4503,1080,1080,13.4,14.5,7,7,1,1,23.45,24.05,18.1,19.4,18.1,19.4,0.317671196,0.35538918,17.55883309,SEED,66
MT,MTV,2005,SEED,001A,2018,2019,599,4503,599-4503,1080,1080,12.8,13.4,7,7,4,4,20.6,21.1,16,16.5,16,16.5,0.227927606,0.242938408,17.55883309,SEED,67
MT,MTV,2005,SEED,001A,2019,2020,599,4503,599-4503,1080,1080,13.4,14.5,7,7,4,4,21.1,21.15,16.5,16.9,16.5,16.9,0.242938408,0.250970649,17.55883309,SEED,67
MT,MTV,2005,SEED,001A,2018,2019,599,4503,599-4503,1080,1080,12.8,13.4,7,7,8,8,22.65,23.6,17,18.3,17,18.3,0.284697811,0.324116973,17.55883309,SEED,68
MT,MTV,2005,SEED,001A,2019,2020,599,4503,599-4503,1080,1080,13.4,14.5,7,7,8,8,23.6,23.65,18.3,19.1,18.3,19.1,0.324116973,0.340277085,17.55883309,SEED,68
MT,MTV,2005,SEED,001A,2018,2019,599,4503,599-4503,1080,1080,12.8,13.4,7,7,10,10,20.25,22.15,0,0,15.8,17,0.218806115,0.272230093,17.55883309,SEED,69
MT,MTV,2005,SEED,001A,2019,2020,599,4503,599-4503,1080,1080,13.4,14.5,7,7,10,10,22.15,22.3,0,18.1,17,18.1,0.272230093,0.292410082,17.55883309,SEED,69
MT,MTV,2005,SEED,001A,2018,2019,599,4503,599-4503,1080,1080,12.8,13.4,7,7,11,11,17.55,19.4,0,0,15.1,16.4,0.161922997,0.205902469,17.55883309,SEED,70
MT,MTV,2005,SEED,001A,2019,2020,599,4503,599-4503,1080,1080,13.4,14.5,8,8,1,1,22.05,22.45,18.8,19.1,18.8,19.1,0.290295815,0.309163644,17.55883309,SEED,71
MT,MTV,2005,SEED,001A,2018,2019,599,4503,599-4503,1080,1080,12.8,13.4,8,8,3,3,17.05,17.6,0,0,15,15.9,0.152285486,0.167325382,17.55883309,SEED,72
MT,MTV,2005,SEED,001A,2018,2019,599,4503,599-4503,1080,1080,12.8,13.4,8,8,5,5,18.7,19.6,0,0,15.4,16.4,0.185155998,0.210426084,17.55883309,SEED,73
MT,MTV,2005,SEED,001A,2019,2020,599,4503,599-4503,1080,1080,13.4,14.5,8,8,5,5,19.6,19.7,0,0,16.4,17.1,0.210426084,0.222761742,17.55883309,SEED,73
MT,MTV,2005,SEED,001A,2018,2019,599,4503,599-4503,1080,1080,12.8,13.4,8,8,9,9,20.25,20.9,0,0,15.8,16.7,0.218806115,0.240979765,17.55883309,SEED,74
MT,MTV,2005,SEED,001A,2018,2019,599,4503,599-4503,1080,1080,12.8,13.4,9,9,2,2,20.95,21.5,15.5,17.4,15.5,17.4,0.230022987,0.261627834,17.55883309,SEED,75
MT,MTV,2005,SEED,001A,2019,2020,599,4503,599-4503,1080,1080,13.4,14.5,9,9,2,2,21.5,21.6,17.4,18.3,17.4,18.3,0.261627834,0.278185757,17.55883309,SEED,75
MT,MTV,2005,SEED,001A,2018,2019,599,4503,599-4503,1080,1080,12.8,13.4,9,9,4,4,18.6,19.55,0,0,15.4,16.4,0.183076916,0.209290746,17.55883309,SEED,76
MT,MTV,2005,SEED,001A,2018,2019,599,4503,599-4503,1080,1080,12.8,13.4,9,9,6,6,20.2,21.15,0,0,15.8,16.8,0.217678997,0.247083383,17.55883309,SEED,77
MT,MTV,2005,SEED,001A,2019,2020,599,4503,599-4503,1080,1080,13.4,14.5,9,9,6,6,21.15,21.45,0,0,16.8,17.6,0.247083383,0.265687687,17.55883309,SEED,77
MT,MTV,2005,SEED,001A,2018,2019,599,4503,599-4503,1080,1080,12.8,13.4,9,9,7,7,19.1,19.7,0,0,15.5,16.5,0.193583984,0.212705621,17.55883309,SEED,78
MT,MTV,2005,SEED,001A,2018,2019,599,4503,599-4503,1080,1080,12.8,13.4,9,9,10,10,20.65,21.95,0,17.3,15.9,17.3,0.227922572,0.271047978,17.55883309,SEED,79
MT,MTV,2005,SEED,001A,2019,2020,599,4503,599-4503,1080,1080,13.4,14.5,9,9,10,10,21.95,22.2,17.3,18.1,17.3,18.1,0.271047978,0.290000011,17.55883309,SEED,79
MT,MTV,2005,SEED,001A,2018,2019,599,4503,599-4503,1080,1080,12.8,13.4,9,9,11,11,16,16.4,0,0,14.7,15.5,0.132967492,0.14375523,17.55883309,SEED,80
MT,MTV,2005,SEED,10,2018,2019,611,4539,611-4539,1620,1620,12.8,13.5,1,1,1,1,28.6,29.85,24.1,0,24.1,23.3,0.567326884,0.604000502,23.61419151,SEED,81
MT,MTV,2005,SEED,10,2018,2019,611,4539,611-4539,1620,1620,12.8,13.5,1,1,4,4,26.75,27.9,21.5,23.7,21.5,23.7,0.460903536,0.537467689,23.61419151,SEED,82
MT,MTV,2005,SEED,10,2018,2019,611,4539,611-4539,1620,1620,12.8,13.5,1,1,6,6,26.05,26.85,20.9,22.1,20.9,22.1,0.429627589,0.474987862,23.61419151,SEED,83
MT,MTV,2005,SEED,10,2019,2020,611,4539,611-4539,1620,1620,13.5,14.6,1,1,6,6,26.85,27.5,22.1,24.5,22.1,24.5,0.474987862,0.549105689,23.61419151,SEED,83
MT,MTV,2005,SEED,10,2018,2019,611,4539,611-4539,1620,1620,12.8,13.5,1,1,7,7,27.85,29.15,22.4,22.4,22.4,22.4,0.51211484,0.561067619,23.61419151,SEED,84
MT,MTV,2005,SEED,10,2019,2020,611,4539,611-4539,1620,1620,13.5,14.6,1,1,7,7,29.15,29.9,22.4,25.1,22.4,25.1,0.561067619,0.653199538,23.61419151,SEED,84
MT,MTV,2005,SEED,10,2018,2019,611,4539,611-4539,1620,1620,12.8,13.5,1,1,12,12,29,30.6,0,0,21.7,23.4,0.539812213,0.635428733,23.61419151,SEED,85
MT,MTV,2005,SEED,10,2019,2020,611,4539,611-4539,1620,1620,13.5,14.6,1,1,12,12,30.6,31.75,0,22,23.4,22,0.635428733,0.655974277,23.61419151,SEED,85
MT,MTV,2005,SEED,10,2018,2019,611,4539,611-4539,1620,1620,12.8,13.5,2,2,3,3,25.65,26.55,21,24,21,24,0.418680213,0.493386819,23.61419151,SEED,86
MT,MTV,2005,SEED,10,2019,2020,611,4539,611-4539,1620,1620,13.5,14.6,2,2,3,3,26.55,26.9,24,25.5,24,25.5,0.493386819,0.544534603,23.61419151,SEED,86
MT,MTV,2005,SEED,10,2018,2019,611,4539,611-4539,1620,1620,12.8,13.5,2,2,5,5,27.65,29.05,23.3,24.9,23.3,24.9,0.519598332,0.601571052,23.61419151,SEED,87
MT,MTV,2005,SEED,10,2018,2019,611,4539,611-4539,1620,1620,12.8,13.5,2,2,9,9,25.5,27.45,22.5,23.7,22.5,23.7,0.434969413,0.521046956,23.61419151,SEED,88
MT,MTV,2005,SEED,10,2019,2020,611,4539,611-4539,1620,1620,13.5,14.6,2,2,9,9,27.45,28.35,23.7,24.7,23.7,24.7,0.521046956,0.584585782,23.61419151,SEED,88
MT,MTV,2005,SEED,10,2018,2019,611,4539,611-4539,1620,1620,12.8,13.5,2,2,15,15,27.05,27.65,18.1,19.1,18.1,19.1,0.416290564,0.452217793,23.61419151,SEED,89
MT,MTV,2005,SEED,10,2018,2019,611,4539,611-4539,1620,1620,12.8,13.5,2,2,16,16,26.2,27.5,17.6,0,17.6,22.9,0.384177316,0.510477291,23.61419151,SEED,90
MT,MTV,2005,SEED,10,2019,2020,611,4539,611-4539,1620,1620,13.5,14.6,2,2,16,16,27.5,27.75,0,20,22.9,20,0.510477291,0.47404028,23.61419151,SEED,90
MT,MTV,2005,SEED,10,2018,2019,611,4539,611-4539,1620,1620,12.8,13.5,2,2,18,18,32.9,35.4,20.6,0,20.6,24,0.660770472,0.854526888,23.61419151,SEED,91
MT,MTV,2005,SEED,10,2019,2020,611,4539,611-4539,1620,1620,13.5,14.6,2,2,18,18,35.4,35.5,0,23.7,24,23.7,0.854526888,0.85553685,23.61419151,SEED,91
MT,MTV,2005,SEED,10,2018,2019,611,4539,611-4539,1620,1620,12.8,13.5,3,3,2,2,31.65,32.7,25,26,25,26,0.705168669,0.777863529,23.61419151,SEED,92
MT,MTV,2005,SEED,10,2019,2020,611,4539,611-4539,1620,1620,13.5,14.6,3,3,2,2,32.7,34.15,26,26.4,26,26.4,0.777863529,0.869000387,23.61419151,SEED,92
MT,MTV,2005,SEED,10,2018,2019,611,4539,611-4539,1620,1620,12.8,13.5,3,3,6,6,24.25,25.5,0,23.9,20.9,23.9,0.374662055,0.45544973,23.61419151,SEED,93
MT,MTV,2005,SEED,10,2019,2020,611,4539,611-4539,1620,1620,13.5,14.6,3,3,6,6,25.5,26.45,23.9,24.2,23.9,24.2,0.45544973,0.506066025,23.61419151,SEED,93
MT,MTV,2005,SEED,10,2018,2019,611,4539,611-4539,1620,1620,12.8,13.5,3,3,10,10,28.95,30.5,23.4,24.1,23.4,24.1,0.568422306,0.644808393,23.61419151,SEED,94
MT,MTV,2005,SEED,10,2019,2020,611,4539,611-4539,1620,1620,13.5,14.6,3,3,10,10,30.5,31.25,24.1,25.6,24.1,25.6,0.644808393,0.719898523,23.61419151,SEED,94
MT,MTV,2005,SEED,10,2018,2019,611,4539,611-4539,1620,1620,12.8,13.5,3,3,13,13,34,35.75,22.5,23.8,22.5,23.8,0.748801513,0.865228424,23.61419151,SEED,95
MT,MTV,2005,SEED,10,2019,2020,611,4539,611-4539,1620,1620,13.5,14.6,3,3,13,13,35.75,36.65,23.8,24.6,23.8,24.6,0.865228424,0.934951054,23.61419151,SEED,95
MT,MTV,2005,SEED,10,2018,2019,611,4539,611-4539,1620,1620,12.8,13.5,4,4,1,1,29.65,31.05,20.2,23,20.2,23,0.535402963,0.645086927,23.61419151,SEED,96
MT,MTV,2005,SEED,10,2019,2020,611,4539,611-4539,1620,1620,13.5,14.6,4,4,1,1,31.05,31.85,23,24,23,24,0.645086927,0.707744737,23.61419151,SEED,96
MT,MTV,2005,SEED,10,2018,2019,611,4539,611-4539,1620,1620,12.8,13.5,4,4,7,7,26.9,28.45,0,0,21.3,23.1,0.463289021,0.547378306,23.61419151,SEED,97
MT,MTV,2005,SEED,10,2019,2020,611,4539,611-4539,1620,1620,13.5,14.6,4,4,7,7,28.45,29.2,0,0,23.1,23.9,0.547378306,0.600720768,23.61419151,SEED,97
MT,MTV,2005,SEED,10,2018,2019,611,4539,611-4539,1620,1620,12.8,13.5,4,4,9,9,29.55,30.9,21.7,24.2,21.7,24.2,0.559904015,0.663017056,23.61419151,SEED,98
MT,MTV,2005,SEED,10,2019,2020,611,4539,611-4539,1620,1620,13.5,14.6,4,4,9,9,30.9,31.6,24.2,24.8,24.2,24.8,0.663017056,0.716240463,23.61419151,SEED,98
MT,MTV,2005,SEED,10,2018,2019,611,4539,611-4539,1620,1620,12.8,13.5,4,4,13,13,30.65,32.3,0,0,21.9,23.6,0.603803584,0.709482445,23.61419151,SEED,99
MT,MTV,2005,SEED,10,2019,2020,611,4539,611-4539,1620,1620,13.5,14.6,4,4,13,13,32.3,34,0,26.4,23.6,26.4,0.709482445,0.861984547,23.61419151,SEED,99
MT,MTV,2005,SEED,10,2018,2019,611,4539,611-4539,1620,1620,12.8,13.5,4,4,14,14,30.05,31.7,19.7,23.4,19.7,23.4,0.539387014,0.67949251,23.61419151,SEED,100
MT,MTV,2005,SEED,10,2019,2020,611,4539,611-4539,1620,1620,13.5,14.6,4,4,14,14,31.7,32.6,23.4,23.8,23.4,23.8,0.67949251,0.733769305,23.61419151,SEED,100
MT,MTV,2005,SEED,10,2018,2019,611,4539,611-4539,1620,1620,12.8,13.5,4,4,18,18,25.75,27.6,0,23.5,21.1,23.5,0.423735062,0.523287505,23.61419151,SEED,101
MT,MTV,2005,SEED,10,2019,2020,611,4539,611-4539,1620,1620,13.5,14.6,4,4,18,18,27.6,28.85,23.5,24,23.5,24,0.523287505,0.589876091,23.61419151,SEED,101
MT,MTV,2005,SEED,10,2018,2019,611,4539,611-4539,1620,1620,12.8,13.5,6,6,4,4,27.8,28.85,23.8,0,23.8,23.1,0.532949115,0.563283942,23.61419151,SEED,102
MT,MTV,2005,SEED,10,2019,2020,611,4539,611-4539,1620,1620,13.5,14.6,6,6,4,4,28.85,30.1,0,0,23.1,24,0.563283942,0.638327714,23.61419151,SEED,102
MT,MTV,2005,SEED,10,2018,2019,611,4539,611-4539,1620,1620,12.8,13.5,6,6,6,6,24.5,26.05,0,0,20.9,22.7,0.382642091,0.456536489,23.61419151,SEED,103
MT,MTV,2005,SEED,10,2019,2020,611,4539,611-4539,1620,1620,13.5,14.6,6,6,6,6,26.05,26.7,0,23.4,22.7,23.4,0.456536489,0.501137288,23.61419151,SEED,103
MT,MTV,2005,SEED,10,2018,2019,611,4539,611-4539,1620,1620,12.8,13.5,6,6,8,8,23.05,24.35,0,0,20.6,22.3,0.337469746,0.396979257,23.61419151,SEED,104
MT,MTV,2005,SEED,10,2019,2020,611,4539,611-4539,1620,1620,13.5,14.6,6,6,8,8,24.35,25.1,0,22.2,22.3,22.2,0.396979257,0.42864566,23.61419151,SEED,104
MT,MTV,2005,SEED,10,2018,2019,611,4539,611-4539,1620,1620,12.8,13.5,6,6,15,15,36.45,39.2,22.2,24,22.2,24,0.845793653,1.03776186,23.61419151,SEED,105
MT,MTV,2005,SEED,10,2019,2020,611,4539,611-4539,1620,1620,13.5,14.6,6,6,15,15,39.2,40.95,24,26.5,24,26.5,1.03776186,1.217776769,23.61419151,SEED,105
MT,MTV,2005,SEED,10,2018,2019,611,4539,611-4539,1620,1620,12.8,13.5,6,6,17,17,26.15,26.7,0,0,21.2,22.8,0.437303402,0.480360195,23.61419151,SEED,106
MT,MTV,2005,SEED,10,2018,2019,611,4539,611-4539,1620,1620,12.8,13.5,7,7,9,9,30.6,32.2,21.5,24.5,21.5,24.5,0.594122286,0.723657761,23.61419151,SEED,107
MT,MTV,2005,SEED,10,2019,2020,611,4539,611-4539,1620,1620,13.5,14.6,7,7,9,9,32.2,33,24.5,25,24.5,25,0.723657761,0.780802116,23.61419151,SEED,107
MT,MTV,2005,SEED,10,2018,2019,611,4539,611-4539,1620,1620,12.8,13.5,8,8,3,3,34.5,34.75,21.5,24,21.5,24,0.745154121,0.824591206,23.61419151,SEED,108
MT,MTV,2005,SEED,10,2019,2020,611,4539,611-4539,1620,1620,13.5,14.6,8,8,3,3,34.75,37.65,24,25.3,24,25.3,0.824591206,1.004949986,23.61419151,SEED,108
MT,MTV,2005,SEED,10,2018,2019,611,4539,611-4539,1620,1620,12.8,13.5,8,8,4,4,27.2,29.45,0,24.4,21.4,24.4,0.473881869,0.60851404,23.61419151,SEED,109
MT,MTV,2005,SEED,10,2019,2020,611,4539,611-4539,1620,1620,13.5,14.6,8,8,4,4,29.45,30.65,24.4,25.4,24.4,25.4,0.60851404,0.690271617,23.61419151,SEED,109
MT,MTV,2005,SEED,10,2018,2019,611,4539,611-4539,1620,1620,12.8,13.5,8,8,8,8,32,33.35,20,23.4,20,23.4,0.613964484,0.748574587,23.61419151,SEED,110
MT,MTV,2005,SEED,10,2019,2020,611,4539,611-4539,1620,1620,13.5,14.6,8,8,8,8,33.35,34.75,23.4,24,23.4,24,0.748574587,0.830935758,23.61419151,SEED,110
MT,MTV,2005,SEED,10,2018,2019,611,4539,611-4539,1620,1620,12.8,13.5,9,9,10,10,41,43,21.5,23.9,21.5,23.9,1.032271112,1.234431944,23.61419151,SEED,111
MT,MTV,2005,SEED,10,2019,2020,611,4539,611-4539,1620,1620,13.5,14.6,9,9,10,10,43,45,23.9,24.5,23.9,24.5,1.234431944,1.359901397,23.61419151,SEED,111
MT,MTV,2005,SEED,10,2018,2019,611,4539,611-4539,1620,1620,12.8,13.5,9,9,12,12,26.3,27,0,0,21.2,22.8,0.442443706,0.491551345,23.61419151,SEED,112
MT,MTV,2005,SEED,10,2019,2020,611,4539,611-4539,1620,1620,13.5,14.6,9,9,12,12,27,27.2,0,22,22.8,22,0.491551345,0.493386142,23.61419151,SEED,112
MT,MTV,2005,SEED,10,2018,2019,611,4539,611-4539,1620,1620,12.8,13.5,9,9,15,15,27.2,31.1,20,23.7,20,23.7,0.451723636,0.661205177,23.61419151,SEED,113
MT,MTV,2005,SEED,10,2019,2020,611,4539,611-4539,1620,1620,13.5,14.6,9,9,15,15,31.1,32.5,23.7,24.3,23.7,24.3,0.661205177,0.741966621,23.61419151,SEED,113
MT,MTV,2005,SEED,10,2018,2019,611,4539,611-4539,1620,1620,12.8,13.5,9,9,17,17,27.1,28.8,0,0,21.4,23.1,0.470338328,0.561283818,23.61419151,SEED,114
MT,MTV,2005,SEED,10,2019,2020,611,4539,611-4539,1620,1620,13.5,14.6,9,9,17,17,28.8,29.65,0,23,23.1,23,0.561283818,0.599417169,23.61419151,SEED,114
MT,MTV,2005,SEED,10,2018,2019,611,4559,611-4559,1620,1620,12.7,13.5,1,1,1,1,30.1,32,24.3,24.7,24.3,24.7,0.628512338,0.719307682,24.64943493,SEED,115
MT,MTV,2005,SEED,10,2019,2020,611,4559,611-4559,1620,1620,13.5,14.5,1,1,1,1,32,33.65,24.7,24.8,24.7,24.8,0.719307682,0.804131445,24.64943493,SEED,115
MT,MTV,2005,SEED,10,2018,2019,611,4559,611-4559,1620,1620,12.7,13.5,1,1,5,5,29.6,31.1,22.9,23,22.9,23,0.583692446,0.6470706,24.64943493,SEED,116
MT,MTV,2005,SEED,10,2019,2020,611,4559,611-4559,1620,1620,13.5,14.5,1,1,5,5,31.1,32.95,23,24.7,23,24.7,0.6470706,0.771081048,24.64943493,SEED,116
MT,MTV,2005,SEED,10,2018,2019,611,4559,611-4559,1620,1620,12.7,13.5,1,1,7,7,31.05,32.8,23.9,24.6,23.9,24.6,0.658643254,0.751810219,24.64943493,SEED,117
MT,MTV,2005,SEED,10,2019,2020,611,4559,611-4559,1620,1620,13.5,14.5,1,1,7,7,32.8,34.05,24.6,25.1,24.6,25.1,0.751810219,0.829829516,24.64943493,SEED,117
MT,MTV,2005,SEED,10,2018,2019,611,4559,611-4559,1620,1620,12.7,13.5,1,1,16,16,25.45,26.85,22,22.6,22,22.6,0.426464889,0.482709084,24.64943493,SEED,118
MT,MTV,2005,SEED,10,2018,2019,611,4559,611-4559,1620,1620,12.7,13.5,2,2,3,3,32.7,34.1,25.7,26.3,25.7,26.3,0.764920332,0.849643131,24.64943493,SEED,119
MT,MTV,2005,SEED,10,2019,2020,611,4559,611-4559,1620,1620,13.5,14.5,2,2,3,3,34.1,35.05,26.3,27,26.3,27,0.849643131,0.928313045,24.64943493,SEED,119
MT,MTV,2005,SEED,10,2018,2019,611,4559,611-4559,1620,1620,12.7,13.5,2,2,10,10,32.1,32.85,0,0,24.5,24.9,0.712994984,0.760374339,24.64943493,SEED,120
MT,MTV,2005,SEED,10,2019,2020,611,4559,611-4559,1620,1620,13.5,14.5,2,2,10,10,32.85,35.75,0,25,24.9,25,0.760374339,0.904803071,24.64943493,SEED,120
MT,MTV,2005,SEED,10,2018,2019,611,4559,611-4559,1620,1620,12.7,13.5,3,3,2,2,28.55,30.6,25.8,26.7,25.8,26.7,0.593645257,0.698574502,24.64943493,SEED,121
MT,MTV,2005,SEED,10,2019,2020,611,4559,611-4559,1620,1620,13.5,14.5,3,3,2,2,30.6,31.5,26.7,27,26.7,27,0.698574502,0.76259179,24.64943493,SEED,121
MT,MTV,2005,SEED,10,2018,2019,611,4559,611-4559,1620,1620,12.7,13.5,3,3,4,4,34.35,36.35,26,26.1,26,26.1,0.846410765,0.954552816,24.64943493,SEED,122
MT,MTV,2005,SEED,10,2019,2020,611,4559,611-4559,1620,1620,13.5,14.5,3,3,4,4,36.35,37.7,26.1,26.4,26.1,26.4,0.954552816,1.042586095,24.64943493,SEED,122
MT,MTV,2005,SEED,10,2018,2019,611,4559,611-4559,1620,1620,12.7,13.5,3,3,17,17,32.45,33.75,26.2,26.4,26.2,26.4,0.764355583,0.835361688,24.64943493,SEED,123
MT,MTV,2005,SEED,10,2019,2020,611,4559,611-4559,1620,1620,13.5,14.5,3,3,17,17,33.75,36.2,26.4,27.5,26.4,27.5,0.835361688,0.999860412,24.64943493,SEED,123
MT,MTV,2005,SEED,10,2018,2019,611,4559,611-4559,1620,1620,12.7,13.5,4,4,7,7,33.3,35.4,25.9,25.9,25.9,25.9,0.79602948,0.902496447,24.64943493,SEED,124
MT,MTV,2005,SEED,10,2019,2020,611,4559,611-4559,1620,1620,13.5,14.5,4,4,7,7,35.4,35.5,25.9,26.2,25.9,26.2,0.902496447,0.927603556,24.64943493,SEED,124
MT,MTV,2005,SEED,10,2018,2019,611,4559,611-4559,1620,1620,12.7,13.5,4,4,8,8,29.95,31.75,25.7,25.9,25.7,25.9,0.648007499,0.733270831,24.64943493,SEED,125
MT,MTV,2005,SEED,10,2019,2020,611,4559,611-4559,1620,1620,13.5,14.5,4,4,8,8,31.75,33.5,25.9,26.7,25.9,26.7,0.733270831,0.846464755,24.64943493,SEED,125
MT,MTV,2005,SEED,10,2018,2019,611,4559,611-4559,1620,1620,12.7,13.5,4,4,18,18,22.05,22.65,23.5,23.1,23.5,23.1,0.340983602,0.354457469,24.64943493,SEED,126
MT,MTV,2005,SEED,10,2019,2020,611,4559,611-4559,1620,1620,13.5,14.5,4,4,18,18,22.65,22.75,23.1,0,23.1,23.3,0.354457469,0.372356882,24.64943493,SEED,126
MT,MTV,2005,SEED,10,2018,2019,611,4559,611-4559,1620,1620,12.7,13.5,6,6,2,2,32.9,34,23.8,24.9,23.8,24.9,0.732502108,0.812232183,24.64943493,SEED,127
MT,MTV,2005,SEED,10,2019,2020,611,4559,611-4559,1620,1620,13.5,14.5,6,6,2,2,34,35.1,24.9,25.4,24.9,25.4,0.812232183,0.886010939,24.64943493,SEED,127
MT,MTV,2005,SEED,10,2018,2019,611,4559,611-4559,1620,1620,12.7,13.5,6,6,4,4,29.3,30.65,23.9,24.7,23.9,24.7,0.590308769,0.662512338,24.64943493,SEED,128
MT,MTV,2005,SEED,10,2019,2020,611,4559,611-4559,1620,1620,13.5,14.5,6,6,4,4,30.65,31.6,24.7,25,24.7,25,0.662512338,0.720895056,24.64943493,SEED,128
MT,MTV,2005,SEED,10,2018,2019,611,4559,611-4559,1620,1620,12.7,13.5,6,6,7,7,29.3,31.05,23.4,23.5,23.4,23.5,0.581467802,0.655164107,24.64943493,SEED,129
MT,MTV,2005,SEED,10,2019,2020,611,4559,611-4559,1620,1620,13.5,14.5,6,6,7,7,31.05,32,23.5,24,23.5,24,0.655164107,0.713894815,24.64943493,SEED,129
