ESTADO,CODPROJETO,ANO,CLONESEMENTE,CODTALHAO,ANOREF,ANOREF,CHATALHAO,NUMPARCELA,CHAVE,AREA,AREA,I1,I2,FILA,FILA,NUMARVORECONTROLE,NUMARVORECONTROLE,DAP1,DAP2,ALT1,ALT2,ALTEST1,ALTEST2,VCCI,VCCI2,S,CLONESEMENTE,indice
MT,MTV,2005,SEED,10,2018,2019,611,4559,611-4559,1620,1620,12.7,13.5,6,6,11,11,32.3,34.4,25,25.6,25,25.6,0.732762894,0.847327516,24.64943493,SEED,130
MT,MTV,2005,SEED,10,2019,2020,611,4559,611-4559,1620,1620,13.5,14.5,6,6,11,11,34.4,37.1,25.6,26.3,25.6,26.3,0.847327516,1.009142426,24.64943493,SEED,130
MT,MTV,2005,SEED,10,2018,2019,611,4559,611-4559,1620,1620,12.7,13.5,6,6,15,15,26.2,27.35,0,0,23.5,24,0.472241453,0.522704928,24.64943493,SEED,131
MT,MTV,2005,SEED,10,2018,2019,611,4559,611-4559,1620,1620,12.7,13.5,6,6,16,16,30.15,32.35,24.6,25.1,24.6,25.1,0.636030935,0.74294762,24.64943493,SEED,132
MT,MTV,2005,SEED,10,2019,2020,611,4559,611-4559,1620,1620,13.5,14.5,6,6,16,16,32.35,35,25.1,26,25.1,26,0.74294762,0.898120442,24.64943493,SEED,132
MT,MTV,2005,SEED,10,2018,2019,611,4559,611-4559,1620,1620,12.7,13.5,7,7,5,5,28.7,29.9,23.7,24.6,23.7,24.6,0.5642969,0.630076284,24.64943493,SEED,133
MT,MTV,2005,SEED,10,2019,2020,611,4559,611-4559,1620,1620,13.5,14.5,7,7,5,5,29.9,31.2,24.6,26.4,24.6,26.4,0.630076284,0.735814213,24.64943493,SEED,133
MT,MTV,2005,SEED,10,2018,2019,611,4559,611-4559,1620,1620,12.7,13.5,8,8,2,2,23.25,25.95,0,23,22.9,23,0.369542051,0.458060093,24.64943493,SEED,134
MT,MTV,2005,SEED,10,2019,2020,611,4559,611-4559,1620,1620,13.5,14.5,8,8,2,2,25.95,26.25,23,23.3,23,23.3,0.458060093,0.484019848,24.64943493,SEED,134
MT,MTV,2005,SEED,10,2018,2019,611,4559,611-4559,1620,1620,12.7,13.5,8,8,10,10,30.5,33.1,23.8,23.9,23.8,23.9,0.634884743,0.749233757,24.64943493,SEED,135
MT,MTV,2005,SEED,10,2018,2019,611,4559,611-4559,1620,1620,12.7,13.5,8,8,12,12,29.85,32.35,25.2,25.2,25.2,25.2,0.63496156,0.74507983,24.64943493,SEED,136
MT,MTV,2005,SEED,10,2019,2020,611,4559,611-4559,1620,1620,13.5,14.5,8,8,12,12,32.35,33.6,25.2,25.8,25.2,25.8,0.74507983,0.827910063,24.64943493,SEED,136
MT,MTV,2005,SEED,10,2018,2019,611,4559,611-4559,1620,1620,12.7,13.5,9,9,1,1,35.35,37.25,23,23.2,23,23.2,0.818671717,0.91875633,24.64943493,SEED,137
MT,MTV,2005,SEED,10,2019,2020,611,4559,611-4559,1620,1620,13.5,14.5,9,9,1,1,37.25,38.5,23.2,24,23.2,24,0.91875633,1.003513901,24.64943493,SEED,137
MT,MTV,2005,SEED,10,2018,2019,611,4559,611-4559,1620,1620,12.7,13.5,9,9,3,3,26.5,27.8,0,0,23.6,24.1,0.483351139,0.540550966,24.64943493,SEED,138
MT,MTV,2005,SEED,10,2019,2020,611,4559,611-4559,1620,1620,13.5,14.5,9,9,3,3,27.8,28.9,0,0,24.1,24.6,0.540550966,0.604567578,24.64943493,SEED,138
MT,MTV,2005,SEED,10,2018,2019,611,4559,611-4559,1620,1620,12.7,13.5,9,9,6,6,34.65,37.25,23.7,24.6,23.7,24.6,0.805381879,0.958388173,24.64943493,SEED,139
MT,MTV,2005,SEED,10,2019,2020,611,4559,611-4559,1620,1620,13.5,14.5,9,9,6,6,37.25,39.25,24.6,26.7,24.6,26.7,0.958388173,1.133161896,24.64943493,SEED,139
MT,MTV,2005,SEED,10,2018,2019,611,4559,611-4559,1620,1620,12.7,13.5,9,9,9,9,28,29.85,23.2,23.5,23.2,23.5,0.530456182,0.607696535,24.64943493,SEED,140
MT,MTV,2005,SEED,10,2019,2020,611,4559,611-4559,1620,1620,13.5,14.5,9,9,9,9,29.85,30.7,23.5,25,23.5,25,0.607696535,0.683540237,24.64943493,SEED,140
MT,MTV,2005,SEED,10,2018,2019,611,4559,611-4559,1620,1620,12.7,13.5,9,9,15,15,30.85,32.7,0,0,24.3,24.9,0.658094813,0.753330547,24.64943493,SEED,141
MT,MTV,2005,SEED,10,2019,2020,611,4559,611-4559,1620,1620,13.5,14.5,9,9,15,15,32.7,33.65,0,0,24.9,25.4,0.753330547,0.818709305,24.64943493,SEED,141
MT,MTV,2005,SEED,10,2018,2019,611,4559,611-4559,1620,1620,12.7,13.5,9,9,17,17,28.1,29.6,24,24.7,24,24.7,0.547118636,0.619877724,24.64943493,SEED,142
MT,MTV,2005,SEED,10,2019,2020,611,4559,611-4559,1620,1620,13.5,14.5,9,9,17,17,29.6,30.95,24.7,0,24.7,25,0.619877724,0.693327589,24.64943493,SEED,142
MT,MTV,2005,CLONE,025B,2018,2019,634,4881,634-4881,1080,1080,12.2,13,1,1,1,1,27.3,29.9,16.1,17.2,16.1,17.2,0.386848347,0.46990319,17.99096438,CLONE,143
MT,MTV,2005,CLONE,025B,2019,2020,634,4881,634-4881,1080,1080,13,14,1,1,1,1,29.9,31.7,17.2,18,17.2,18,0.46990319,0.55366986,17.99096438,CLONE,143
MT,MTV,2005,CLONE,025B,2018,2019,634,4881,634-4881,1080,1080,12.2,13,1,1,9,9,26.55,29.2,18,19.1,18,19.1,0.401370874,0.496141697,17.99096438,CLONE,144
MT,MTV,2005,CLONE,025B,2019,2020,634,4881,634-4881,1080,1080,13,14,1,1,9,9,29.2,29.75,19.1,20.4,19.1,20.4,0.496141697,0.544464316,17.99096438,CLONE,144
MT,MTV,2005,CLONE,025B,2018,2019,634,4881,634-4881,1080,1080,12.2,13,1,1,11,11,25.8,28.1,18.4,19.1,18.4,19.1,0.386752148,0.463501506,17.99096438,CLONE,145
MT,MTV,2005,CLONE,025B,2018,2019,634,4881,634-4881,1080,1080,12.2,13,2,2,3,3,28.35,30.5,17.5,17.9,17.5,17.9,0.444843729,0.504923992,17.99096438,CLONE,146
MT,MTV,2005,CLONE,025B,2019,2020,634,4881,634-4881,1080,1080,13,14,2,2,3,3,30.5,32.7,17.9,18.3,17.9,18.3,0.504923992,0.594000838,17.99096438,CLONE,146
MT,MTV,2005,CLONE,025B,2018,2019,634,4881,634-4881,1080,1080,12.2,13,2,2,11,11,23.3,25.6,17.7,18.6,17.7,18.6,0.308354324,0.383482403,17.99096438,CLONE,147
MT,MTV,2005,CLONE,025B,2019,2020,634,4881,634-4881,1080,1080,13,14,2,2,11,11,25.6,26.6,18.6,18.4,18.6,18.4,0.383482403,0.408132776,17.99096438,CLONE,147
MT,MTV,2005,CLONE,025B,2018,2019,634,4881,634-4881,1080,1080,12.2,13,3,3,1,1,24.3,26.6,0,16.7,16.9,16.7,0.321676191,0.371723812,17.99096438,CLONE,148
MT,MTV,2005,CLONE,025B,2019,2020,634,4881,634-4881,1080,1080,13,14,3,3,1,1,26.6,28.75,16.7,17.2,16.7,17.2,0.371723812,0.446145913,17.99096438,CLONE,148
MT,MTV,2005,CLONE,025B,2018,2019,634,4881,634-4881,1080,1080,12.2,13,3,3,5,5,28.85,31.9,18.3,18.7,18.3,18.7,0.476918238,0.569145765,17.99096438,CLONE,149
MT,MTV,2005,CLONE,025B,2019,2020,634,4881,634-4881,1080,1080,13,14,3,3,5,5,31.9,33.85,18.7,19.6,18.7,19.6,0.569145765,0.668644588,17.99096438,CLONE,149
MT,MTV,2005,CLONE,025B,2018,2019,634,4881,634-4881,1080,1080,12.2,13,3,3,9,9,26.55,29.45,17,17.2,17,17.2,0.383243078,0.45744271,17.99096438,CLONE,150
MT,MTV,2005,CLONE,025B,2019,2020,634,4881,634-4881,1080,1080,13,14,3,3,9,9,29.45,33.1,17.2,18.5,17.2,18.5,0.45744271,0.612726727,17.99096438,CLONE,150
MT,MTV,2005,CLONE,025B,2018,2019,634,4881,634-4881,1080,1080,12.2,13,4,4,10,10,22.2,23.05,0,16.2,16.7,16.2,0.268785728,0.280435813,17.99096438,CLONE,151
MT,MTV,2005,CLONE,025B,2019,2020,634,4881,634-4881,1080,1080,13,14,4,4,10,10,23.05,24.05,16.2,16.9,16.2,16.9,0.280435813,0.31682981,17.99096438,CLONE,151
MT,MTV,2005,CLONE,025B,2018,2019,634,4881,634-4881,1080,1080,12.2,13,5,5,1,1,26.25,28.25,17.2,18,17.2,18,0.378556567,0.443065556,17.99096438,CLONE,152
MT,MTV,2005,CLONE,025B,2019,2020,634,4881,634-4881,1080,1080,13,14,5,5,1,1,28.25,29.15,18,18.3,18,18.3,0.443065556,0.480856153,17.99096438,CLONE,152
MT,MTV,2005,CLONE,025B,2018,2019,634,4881,634-4881,1080,1080,12.2,13,5,5,3,3,24.7,26.6,0,0,16.9,17.2,0.332264698,0.381460495,17.99096438,CLONE,153
MT,MTV,2005,CLONE,025B,2019,2020,634,4881,634-4881,1080,1080,13,14,5,5,3,3,26.6,27.4,0,0,17.2,18.3,0.381460495,0.428184196,17.99096438,CLONE,153
MT,MTV,2005,CLONE,025B,2018,2019,634,4881,634-4881,1080,1080,12.2,13,5,5,4,4,22.6,24.8,0,17.7,16.8,17.7,0.278509568,0.3463451,17.99096438,CLONE,154
MT,MTV,2005,CLONE,025B,2019,2020,634,4881,634-4881,1080,1080,13,14,5,5,4,4,24.8,26.1,17.7,20.7,17.7,20.7,0.3463451,0.433017677,17.99096438,CLONE,154
MT,MTV,2005,CLONE,025B,2018,2019,634,4881,634-4881,1080,1080,12.2,13,5,5,6,6,27.65,30.05,17.9,18.5,17.9,18.5,0.431868179,0.506930205,17.99096438,CLONE,155
MT,MTV,2005,CLONE,025B,2019,2020,634,4881,634-4881,1080,1080,13,14,5,5,6,6,30.05,31.4,18.5,20,18.5,20,0.506930205,0.591842226,17.99096438,CLONE,155
MT,MTV,2005,CLONE,025B,2018,2019,634,4881,634-4881,1080,1080,12.2,13,5,5,9,9,24.4,25.7,16.8,16.8,16.8,16.8,0.322915228,0.351650869,17.99096438,CLONE,156
MT,MTV,2005,CLONE,025B,2019,2020,634,4881,634-4881,1080,1080,13,14,5,5,9,9,25.7,26.4,16.8,17.7,16.8,17.7,0.351650869,0.390229424,17.99096438,CLONE,156
MT,MTV,2005,CLONE,025B,2018,2019,634,4881,634-4881,1080,1080,12.2,13,5,5,11,11,24.25,26.6,0,17,16.9,17,0.320364166,0.377857868,17.99096438,CLONE,157
MT,MTV,2005,CLONE,025B,2019,2020,634,4881,634-4881,1080,1080,13,14,5,5,11,11,26.6,27.75,17,18.2,17,18.2,0.377857868,0.437330226,17.99096438,CLONE,157
MT,MTV,2005,CLONE,025B,2018,2019,634,4881,634-4881,1080,1080,12.2,13,6,6,1,1,23.35,24.65,0,16.8,16.8,16.8,0.297186918,0.326592119,17.99096438,CLONE,158
MT,MTV,2005,CLONE,025B,2019,2020,634,4881,634-4881,1080,1080,13,14,6,6,1,1,24.65,25.35,16.8,17.2,16.8,17.2,0.326592119,0.353972543,17.99096438,CLONE,158
MT,MTV,2005,CLONE,025B,2018,2019,634,4881,634-4881,1080,1080,12.2,13,6,6,4,4,25,26.95,0,18.3,16.9,18.3,0.340313677,0.413816457,17.99096438,CLONE,159
MT,MTV,2005,CLONE,025B,2019,2020,634,4881,634-4881,1080,1080,13,14,6,6,4,4,26.95,28.05,18.3,19.2,18.3,19.2,0.413816457,0.465533617,17.99096438,CLONE,159
MT,MTV,2005,CLONE,025B,2018,2019,634,4881,634-4881,1080,1080,12.2,13,6,6,9,9,21.1,22.95,0,16.4,16.7,16.4,0.242899291,0.281439882,17.99096438,CLONE,160
MT,MTV,2005,CLONE,025B,2019,2020,634,4881,634-4881,1080,1080,13,14,6,6,9,9,22.95,23.35,16.4,17.3,16.4,17.3,0.281439882,0.305740239,17.99096438,CLONE,160
MT,MTV,2005,CLONE,025B,2018,2019,634,4881,634-4881,1080,1080,12.2,13,7,7,5,5,25.35,26.85,15.3,16.1,15.3,16.1,0.322115516,0.365437259,17.99096438,CLONE,161
MT,MTV,2005,CLONE,025B,2019,2020,634,4881,634-4881,1080,1080,13,14,7,7,5,5,26.85,27.15,16.1,16.2,16.1,16.2,0.365437259,0.382800168,17.99096438,CLONE,161
MT,MTV,2005,CLONE,025B,2018,2019,634,4881,634-4881,1080,1080,12.2,13,7,7,8,8,23.55,25.05,15.4,16.5,15.4,16.5,0.281219773,0.330522868,17.99096438,CLONE,162
MT,MTV,2005,CLONE,025B,2019,2020,634,4881,634-4881,1080,1080,13,14,7,7,8,8,25.05,26.15,16.5,17.9,16.5,17.9,0.330522868,0.386918448,17.99096438,CLONE,162
MT,MTV,2005,CLONE,025B,2018,2019,634,4881,634-4881,1080,1080,12.2,13,7,7,11,11,24.75,25.95,0,15.6,16.9,15.6,0.333599793,0.334177072,17.99096438,CLONE,163
MT,MTV,2005,CLONE,025B,2019,2020,634,4881,634-4881,1080,1080,13,14,7,7,11,11,25.95,26.9,15.6,17.2,15.6,17.2,0.334177072,0.394786958,17.99096438,CLONE,163
MT,MTV,2005,CLONE,025B,2018,2019,634,4881,634-4881,1080,1080,12.2,13,8,8,3,3,22.7,24.65,0,15.4,16.8,15.4,0.280966356,0.301486873,17.99096438,CLONE,164
MT,MTV,2005,CLONE,025B,2019,2020,634,4881,634-4881,1080,1080,13,14,8,8,3,3,24.65,25.75,15.4,16,15.4,16,0.301486873,0.343862333,17.99096438,CLONE,164
MT,MTV,2005,CLONE,025B,2018,2019,634,4881,634-4881,1080,1080,12.2,13,8,8,9,9,26.3,27.65,15.6,16,15.6,16,0.351096916,0.382756696,17.99096438,CLONE,165
MT,MTV,2005,CLONE,025B,2019,2020,634,4881,634-4881,1080,1080,13,14,8,8,9,9,27.65,28.4,16,16.2,16,16.2,0.382756696,0.415831576,17.99096438,CLONE,165
MT,MTV,2005,CLONE,025B,2018,2019,634,4881,634-4881,1080,1080,12.2,13,9,9,4,4,23.6,25.4,14.4,15.2,14.4,15.2,0.267444276,0.31413648,17.99096438,CLONE,166
MT,MTV,2005,CLONE,025B,2019,2020,634,4881,634-4881,1080,1080,13,14,9,9,4,4,25.4,26.85,15.2,15.2,15.2,15.2,0.31413648,0.356448379,17.99096438,CLONE,166
MT,MTV,2005,CLONE,025B,2018,2019,634,4881,634-4881,1080,1080,12.2,13,10,10,6,6,25.15,27.2,16.1,16.8,16.1,16.8,0.330614173,0.388840827,17.99096438,CLONE,167
MT,MTV,2005,CLONE,025B,2019,2020,634,4881,634-4881,1080,1080,13,14,10,10,6,6,27.2,28.75,16.8,17.2,16.8,17.2,0.388840827,0.446145913,17.99096438,CLONE,167
MT,MTV,2005,CLONE,025B,2018,2019,634,4881,634-4881,1080,1080,12.2,13,10,10,9,9,23.75,25.5,0,16,16.9,16,0.307385112,0.331604398,17.99096438,CLONE,168
MT,MTV,2005,CLONE,025B,2019,2020,634,4881,634-4881,1080,1080,13,14,10,10,9,9,25.5,26,16,17.7,16,17.7,0.331604398,0.379426672,17.99096438,CLONE,168
MT,MTV,2005,CLONE,025B,2018,2019,634,4881,634-4881,1080,1080,12.2,13,10,10,10,10,21.1,22.65,0,15.6,16.7,15.6,0.242899291,0.262598822,17.99096438,CLONE,169
MT,MTV,2005,CLONE,025B,2019,2020,634,4881,634-4881,1080,1080,13,14,10,10,10,10,22.65,22.8,15.6,16.8,15.6,16.8,0.262598822,0.285853856,17.99096438,CLONE,169
MT,MTV,2005,CLONE,042A,2018,2019,652,5018,652-5018,1620,1620,12.5,13.2,1,1,1,1,35.75,39.55,23.1,23.5,23.1,23.5,0.868117711,1.027744632,25.73641692,CLONE,170
MT,MTV,2005,CLONE,042A,2019,2020,652,5018,652-5018,1620,1620,13.2,14.3,1,1,1,1,39.55,41.35,23.5,25.5,23.5,25.5,1.027744632,1.192064444,25.73641692,CLONE,170
MT,MTV,2005,CLONE,042A,2018,2019,652,5018,652-5018,1620,1620,12.5,13.2,1,1,5,5,32.15,34.65,22.9,23,22.9,23,0.703486098,0.797070907,25.73641692,CLONE,171
MT,MTV,2005,CLONE,042A,2019,2020,652,5018,652-5018,1620,1620,13.2,14.3,1,1,5,5,34.65,36.05,23,24.2,23,24.2,0.797070907,0.888407125,25.73641692,CLONE,171
MT,MTV,2005,CLONE,042A,2018,2019,652,5018,652-5018,1620,1620,12.5,13.2,1,1,11,11,34.4,36.85,25,25,25,25,0.859650328,0.959763611,25.73641692,CLONE,172
MT,MTV,2005,CLONE,042A,2019,2020,652,5018,652-5018,1620,1620,13.2,14.3,1,1,11,11,36.85,38.95,25,27,25,27,0.959763611,1.11783565,25.73641692,CLONE,172
MT,MTV,2005,CLONE,042A,2018,2019,652,5018,652-5018,1620,1620,12.5,13.2,2,2,6,6,40.9,43.45,24.7,25.2,24.7,25.2,1.185820877,1.294649454,25.73641692,CLONE,173
MT,MTV,2005,CLONE,042A,2019,2020,652,5018,652-5018,1620,1620,13.2,14.3,2,2,6,6,43.45,45,25.2,26.4,25.2,26.4,1.294649454,1.431801982,25.73641692,CLONE,173
MT,MTV,2005,CLONE,042A,2018,2019,652,5018,652-5018,1620,1620,12.5,13.2,2,2,13,13,33.75,36.4,23.7,25.5,23.7,25.5,0.793789105,0.956342014,25.73641692,CLONE,174
MT,MTV,2005,CLONE,042A,2019,2020,652,5018,652-5018,1620,1620,13.2,14.3,2,2,13,13,36.4,38.05,25.5,25.8,25.5,25.8,0.956342014,1.032615827,25.73641692,CLONE,174
MT,MTV,2005,CLONE,042A,2018,2019,652,5018,652-5018,1620,1620,12.5,13.2,3,3,1,1,37.85,41.25,25,25.2,25,25.2,1.032300937,1.180756793,25.73641692,CLONE,175
MT,MTV,2005,CLONE,042A,2019,2020,652,5018,652-5018,1620,1620,13.2,14.3,3,3,1,1,41.25,43.05,25.2,27.6,25.2,27.6,1.180756793,1.367495604,25.73641692,CLONE,175
MT,MTV,2005,CLONE,042A,2018,2019,652,5018,652-5018,1620,1620,12.5,13.2,3,3,8,8,30.55,33.05,24.9,25.3,24.9,25.3,0.68265969,0.80012975,25.73641692,CLONE,176
MT,MTV,2005,CLONE,042A,2019,2020,652,5018,652-5018,1620,1620,13.2,14.3,3,3,8,8,33.05,35.25,25.3,26.1,25.3,26.1,0.80012975,0.905544742,25.73641692,CLONE,176
MT,MTV,2005,CLONE,042A,2018,2019,652,5018,652-5018,1620,1620,12.5,13.2,3,3,12,12,35.05,37.95,25,0,25,25.6,0.891024274,1.034913871,25.73641692,CLONE,177
MT,MTV,2005,CLONE,042A,2019,2020,652,5018,652-5018,1620,1620,13.2,14.3,3,3,12,12,37.95,39.6,0,26.6,25.6,26.6,1.034913871,1.138720187,25.73641692,CLONE,177
MT,MTV,2005,CLONE,042A,2018,2019,652,5018,652-5018,1620,1620,12.5,13.2,3,3,16,16,34.5,37.7,24.2,24.8,24.2,24.8,0.842006011,0.991995019,25.73641692,CLONE,178
MT,MTV,2005,CLONE,042A,2019,2020,652,5018,652-5018,1620,1620,13.2,14.3,3,3,16,16,37.7,39.85,24.8,25.1,24.8,25.1,0.991995019,1.099785507,25.73641692,CLONE,178
MT,MTV,2005,CLONE,042A,2018,2019,652,5018,652-5018,1620,1620,12.5,13.2,4,4,5,5,35.55,37.95,25.5,26,25.5,26,0.930300593,1.048241068,25.73641692,CLONE,179
MT,MTV,2005,CLONE,042A,2019,2020,652,5018,652-5018,1620,1620,13.2,14.3,4,4,5,5,37.95,40.15,26,26.1,26,26.1,1.048241068,1.150401431,25.73641692,CLONE,179
MT,MTV,2005,CLONE,042A,2018,2019,652,5018,652-5018,1620,1620,12.5,13.2,4,4,7,7,29.9,31.95,0,0,24.6,25.4,0.647928674,0.755338358,25.73641692,CLONE,180
MT,MTV,2005,CLONE,042A,2019,2020,652,5018,652-5018,1620,1620,13.2,14.3,4,4,7,7,31.95,32.2,0,0,25.4,26.2,0.755338358,0.769781581,25.73641692,CLONE,180
MT,MTV,2005,CLONE,042A,2018,2019,652,5018,652-5018,1620,1620,12.5,13.2,4,4,10,10,31.6,34.35,0,0,24.7,25.5,0.722488918,0.862563111,25.73641692,CLONE,181
MT,MTV,2005,CLONE,042A,2019,2020,652,5018,652-5018,1620,1620,13.2,14.3,4,4,10,10,34.35,36.3,0,0,25.5,26.5,0.862563111,0.966106166,25.73641692,CLONE,181
MT,MTV,2005,CLONE,042A,2018,2019,652,5018,652-5018,1620,1620,12.5,13.2,4,4,15,15,34.15,37.05,25,25.8,25,25.8,0.847726568,0.997482778,25.73641692,CLONE,182
MT,MTV,2005,CLONE,042A,2019,2020,652,5018,652-5018,1620,1620,13.2,14.3,4,4,15,15,37.05,39.55,25.8,26.5,25.8,26.5,0.997482778,1.132665131,25.73641692,CLONE,182
MT,MTV,2005,CLONE,042A,2018,2019,652,5018,652-5018,1620,1620,12.5,13.2,5,5,2,2,31.1,34.4,22.9,23.2,22.9,23.2,0.660147342,0.793195426,25.73641692,CLONE,183
MT,MTV,2005,CLONE,042A,2019,2020,652,5018,652-5018,1620,1620,13.2,14.3,5,5,2,2,34.4,35.35,23.2,24.2,23.2,24.2,0.793195426,0.856945656,25.73641692,CLONE,183
MT,MTV,2005,CLONE,042A,2018,2019,652,5018,652-5018,1620,1620,12.5,13.2,5,5,18,18,36.4,39.4,24.5,26,24.5,26,0.942379697,1.120265279,25.73641692,CLONE,184
MT,MTV,2005,CLONE,042A,2019,2020,652,5018,652-5018,1620,1620,13.2,14.3,5,5,18,18,39.4,41,26,27.5,26,27.5,1.120265279,1.246534812,25.73641692,CLONE,184
MT,MTV,2005,CLONE,042A,2018,2019,652,5018,652-5018,1620,1620,12.5,13.2,6,6,6,6,33.95,35.85,24.6,25.4,24.6,25.4,0.827383718,0.927526249,25.73641692,CLONE,185
MT,MTV,2005,CLONE,042A,2019,2020,652,5018,652-5018,1620,1620,13.2,14.3,6,6,6,6,35.85,38.2,25.4,26.1,25.4,26.1,0.927526249,1.049762446,25.73641692,CLONE,185
MT,MTV,2005,CLONE,042A,2018,2019,652,5018,652-5018,1620,1620,12.5,13.2,6,6,8,8,36.3,38.2,25.5,25.7,25.5,25.7,0.96824697,1.049256264,25.73641692,CLONE,186
MT,MTV,2005,CLONE,042A,2019,2020,652,5018,652-5018,1620,1620,13.2,14.3,6,6,8,8,38.2,39.7,25.7,25.7,25.7,25.7,1.049256264,1.112989431,25.73641692,CLONE,186
MT,MTV,2005,CLONE,042A,2018,2019,652,5018,652-5018,1620,1620,12.5,13.2,6,6,10,10,33.55,35.8,25.5,25.5,25.5,25.5,0.832660588,0.928582891,25.73641692,CLONE,187
MT,MTV,2005,CLONE,042A,2019,2020,652,5018,652-5018,1620,1620,13.2,14.3,6,6,10,10,35.8,38.05,25.5,26.6,25.5,26.6,0.928582891,1.05811205,25.73641692,CLONE,187
MT,MTV,2005,CLONE,042A,2018,2019,652,5018,652-5018,1620,1620,12.5,13.2,6,6,13,13,39.7,42.6,25.5,25.7,25.5,25.7,1.149335077,1.272886811,25.73641692,CLONE,188
MT,MTV,2005,CLONE,042A,2019,2020,652,5018,652-5018,1620,1620,13.2,14.3,6,6,13,13,42.6,44.95,25.7,27.1,25.7,27.1,1.272886811,1.459060087,25.73641692,CLONE,188
MT,MTV,2005,CLONE,042A,2018,2019,652,5018,652-5018,1620,1620,12.5,13.2,6,6,15,15,35.9,38.3,24,25.7,24,25.7,0.90257308,1.054129034,25.73641692,CLONE,189
MT,MTV,2005,CLONE,042A,2019,2020,652,5018,652-5018,1620,1620,13.2,14.3,6,6,15,15,38.3,40.05,25.7,26.5,25.7,26.5,1.054129034,1.159134838,25.73641692,CLONE,189
